makespan : 639.000000 
makespan : 649.000000 
makespan : 641.000000 
makespan : 638.000000 
makespan : 626.000000 
makespan : 619.000000 
makespan : 629.000000 
makespan : 656.000000 
makespan : 631.000000 
makespan : 646.000000 
makespan : 654.000000 
makespan : 638.000000 
makespan : 627.000000 
makespan : 638.000000 
makespan : 674.000000 
makespan : 639.000000 
makespan : 644.000000 
makespan : 670.000000 
makespan : 665.000000 
makespan : 635.000000 
makespan : 650.000000 
makespan : 641.000000 
makespan : 643.000000 
makespan : 626.000000 
makespan : 650.000000 
makespan : 654.000000 
makespan : 655.000000 
makespan : 635.000000 
makespan : 657.000000 
makespan : 651.000000 

time 25.138s
