iter 0 :::1395.000000 
iter = 1 :::1358.000000 
iter 2 :::1358.000000 
iter 3 :::1358.000000 
iter 4 :::1358.000000 
iter 5 :::1358.000000 
iter = 6 :::1347.000000 
iter = 7 :::1345.000000 
iter = 8 :::1338.000000 
iter 9 :::1338.000000 
iter 10 :::1338.000000 
iter 11 :::1338.000000 
iter 12 :::1338.000000 
iter 13 :::1338.000000 
iter 14 :::1338.000000 
iter = 15 :::1326.000000 
iter 16 :::1326.000000 
iter 17 :::1326.000000 
iter 18 :::1326.000000 
iter 19 :::1326.000000 
iter 20 :::1326.000000 
iter 21 :::1326.000000 
iter 22 :::1326.000000 
iter = 23 :::1289.000000 
iter 24 :::1289.000000 
iter 25 :::1289.000000 
iter 26 :::1289.000000 
iter = 27 :::1276.000000 
iter 28 :::1276.000000 
iter 29 :::1276.000000 
iter 30 :::1276.000000 
iter 31 :::1276.000000 
iter 32 :::1276.000000 
iter 33 :::1276.000000 
iter = 34 :::1275.000000 
iter 35 :::1275.000000 
iter 36 :::1275.000000 
iter 37 :::1275.000000 
iter 38 :::1275.000000 
iter 39 :::1275.000000 
iter 40 :::1275.000000 
iter 41 :::1275.000000 
iter 42 :::1275.000000 
iter 43 :::1275.000000 
iter = 44 :::1218.000000 
iter 45 :::1218.000000 
iter 46 :::1218.000000 
iter 47 :::1218.000000 
iter 48 :::1218.000000 
iter 49 :::1218.000000 
iter 50 :::1218.000000 
iter 51 :::1218.000000 
iter 52 :::1218.000000 
iter = 53 :::1174.000000 
iter 54 :::1174.000000 
iter 55 :::1174.000000 
iter 56 :::1174.000000 
iter 57 :::1174.000000 
iter 58 :::1174.000000 
iter 59 :::1174.000000 
iter 60 :::1174.000000 
iter = 61 :::1156.000000 
iter 62 :::1156.000000 
iter 63 :::1156.000000 
iter 64 :::1156.000000 
iter 65 :::1156.000000 
iter 66 :::1156.000000 
iter 67 :::1156.000000 
iter = 68 :::1149.000000 
iter 69 :::1149.000000 
iter 70 :::1149.000000 
iter 71 :::1149.000000 
iter 72 :::1149.000000 
iter 73 :::1149.000000 
iter 74 :::1149.000000 
iter 75 :::1149.000000 
iter = 76 :::1125.000000 
iter 77 :::1125.000000 
iter 78 :::1125.000000 
iter 79 :::1125.000000 
iter 80 :::1125.000000 
iter 81 :::1125.000000 
iter 82 :::1125.000000 
iter 83 :::1125.000000 
iter 84 :::1125.000000 
iter 85 :::1125.000000 
iter 86 :::1125.000000 
iter 87 :::1125.000000 
iter = 88 :::1087.000000 
iter 89 :::1087.000000 
iter 90 :::1087.000000 
iter 91 :::1087.000000 
iter 92 :::1087.000000 
iter 93 :::1087.000000 
iter 94 :::1087.000000 
iter 95 :::1087.000000 
iter 96 :::1087.000000 
iter 97 :::1087.000000 
iter 98 :::1087.000000 
iter 99 :::1087.000000 
iter 100 :::1087.000000 
iter 101 :::1087.000000 
iter 102 :::1087.000000 
iter 103 :::1087.000000 
