makespan : 906.000000 
makespan : 897.000000 
makespan : 890.000000 
makespan : 913.000000 
makespan : 890.000000 
makespan : 892.000000 
makespan : 890.000000 
makespan : 903.000000 
makespan : 890.000000 
makespan : 894.000000 
makespan : 894.000000 
makespan : 890.000000 
makespan : 890.000000 
makespan : 920.000000 
makespan : 912.000000 
makespan : 890.000000 
makespan : 904.000000 
makespan : 902.000000 
makespan : 911.000000 
makespan : 890.000000 
makespan : 912.000000 
makespan : 955.000000 
makespan : 904.000000 
makespan : 914.000000 
makespan : 892.000000 
makespan : 897.000000 
makespan : 893.000000 
makespan : 890.000000 
makespan : 894.000000 
makespan : 895.000000 

59s
