makespan : 890.000000 
makespan : 913.000000 
makespan : 894.000000 
makespan : 906.000000 
makespan : 898.000000 
makespan : 899.000000 
makespan : 906.000000 
makespan : 910.000000 
makespan : 894.000000 
makespan : 904.000000 
makespan : 919.000000 
makespan : 903.000000 
makespan : 914.000000 
makespan : 890.000000 
makespan : 890.000000 
makespan : 904.000000 
makespan : 912.000000 
makespan : 894.000000 
makespan : 894.000000 
makespan : 890.000000 
makespan : 904.000000 
makespan : 897.000000 
makespan : 890.000000 
makespan : 890.000000 
makespan : 890.000000 
makespan : 912.000000 
makespan : 910.000000 
makespan : 911.000000 
makespan : 900.000000 
makespan : 890.000000 

1m11s
