makespan : 718.000000 
makespan : 706.000000 
makespan : 686.000000 
makespan : 742.000000 
makespan : 716.000000 
makespan : 708.000000 
makespan : 686.000000 
makespan : 671.000000 
makespan : 680.000000 
makespan : 703.000000 
makespan : 699.000000 
makespan : 695.000000 
makespan : 739.000000 
makespan : 675.000000 
makespan : 677.000000 
makespan : 681.000000 
makespan : 685.000000 
makespan : 695.000000 
makespan : 679.000000 
makespan : 676.000000 
makespan : 697.000000 
makespan : 685.000000 
makespan : 702.000000 
makespan : 713.000000 
makespan : 732.000000 
makespan : 705.000000 
makespan : 746.000000 
makespan : 685.000000 
makespan : 687.000000 
makespan : 716.000000 

time 25.183s
