makespan : 608.000000 
makespan : 615.000000 
makespan : 611.000000 
makespan : 626.000000 
makespan : 668.000000 
makespan : 632.000000 
makespan : 616.000000 
makespan : 621.000000 
makespan : 664.000000 
makespan : 616.000000 
makespan : 619.000000 
makespan : 654.000000 
makespan : 650.000000 
makespan : 618.000000 
makespan : 632.000000 
makespan : 606.000000 
makespan : 632.000000 
makespan : 641.000000 
makespan : 613.000000 
makespan : 628.000000 
makespan : 611.000000 
makespan : 628.000000 
makespan : 625.000000 
makespan : 616.000000 
makespan : 619.000000 
makespan : 635.000000 
makespan : 620.000000 
makespan : 623.000000 
makespan : 618.000000 
makespan : 627.000000 
time  25.490s
