makespan : 666.000000 
makespan : 666.000000 
makespan : 666.000000 
makespan : 667.000000 
makespan : 666.000000 
makespan : 666.000000 
makespan : 666.000000 
makespan : 666.000000 
makespan : 675.000000 
makespan : 666.000000 
makespan : 666.000000 
makespan : 671.000000 
makespan : 666.000000 
makespan : 666.000000 
makespan : 666.000000 
makespan : 675.000000 
makespan : 666.000000 
makespan : 666.000000 
makespan : 666.000000 
makespan : 666.000000 
makespan : 672.000000 
makespan : 666.000000 
makespan : 666.000000 
makespan : 666.000000 
makespan : 666.000000 
makespan : 666.000000 
makespan : 666.000000 
makespan : 666.000000 
makespan : 668.000000 
makespan : 666.000000 

time 26.067s
