iter 0 :::1392.000000 
iter 1 :::1392.000000 
iter 2 :::1392.000000 
iter 3 :::1392.000000 
iter 4 :::1392.000000 
iter = 5 :::1324.000000 
iter 6 :::1324.000000 
iter 7 :::1324.000000 
iter 8 :::1324.000000 
iter 9 :::1324.000000 
iter = 10 :::1317.000000 
iter 11 :::1317.000000 
iter 12 :::1317.000000 
iter 13 :::1317.000000 
iter 14 :::1317.000000 
iter 15 :::1317.000000 
iter 16 :::1317.000000 
iter = 17 :::1294.000000 
iter 18 :::1294.000000 
iter 19 :::1294.000000 
iter 20 :::1294.000000 
iter = 21 :::1251.000000 
iter 22 :::1251.000000 
iter 23 :::1251.000000 
iter 24 :::1251.000000 
iter = 25 :::1235.000000 
iter 26 :::1235.000000 
iter 27 :::1235.000000 
iter 28 :::1235.000000 
iter 29 :::1235.000000 
iter 30 :::1235.000000 
iter = 31 :::1216.000000 
iter 32 :::1216.000000 
iter 33 :::1216.000000 
iter 34 :::1216.000000 
iter 35 :::1216.000000 
iter = 36 :::1215.000000 
iter 37 :::1215.000000 
iter 38 :::1215.000000 
iter 39 :::1215.000000 
iter 40 :::1215.000000 
iter 41 :::1215.000000 
iter 42 :::1215.000000 
iter 43 :::1215.000000 
iter 44 :::1215.000000 
iter = 45 :::1185.000000 
iter 46 :::1185.000000 
iter 47 :::1185.000000 
iter 48 :::1185.000000 
iter 49 :::1185.000000 
iter 50 :::1185.000000 
iter 51 :::1185.000000 
iter = 52 :::1158.000000 
iter 53 :::1158.000000 
iter 54 :::1158.000000 
iter 55 :::1158.000000 
iter 56 :::1158.000000 
iter 57 :::1158.000000 
iter 58 :::1158.000000 
iter 59 :::1158.000000 
iter = 60 :::1143.000000 
iter 61 :::1143.000000 
iter 62 :::1143.000000 
iter 63 :::1143.000000 
iter 64 :::1143.000000 
iter = 65 :::1131.000000 
iter 66 :::1131.000000 
iter 67 :::1131.000000 
iter 68 :::1131.000000 
iter 69 :::1131.000000 
iter 70 :::1131.000000 
iter = 71 :::1129.000000 
iter 72 :::1129.000000 
iter 73 :::1129.000000 
iter 74 :::1129.000000 
iter 75 :::1129.000000 
iter 76 :::1129.000000 
iter 77 :::1129.000000 
iter 78 :::1129.000000 
iter = 79 :::1081.000000 
iter 80 :::1081.000000 
iter 81 :::1081.000000 
iter 82 :::1081.000000 
iter 83 :::1081.000000 
iter 84 :::1081.000000 
iter 85 :::1081.000000 
iter 86 :::1081.000000 
iter 87 :::1081.000000 
iter 88 :::1081.000000 
iter 89 :::1081.000000 
iter 90 :::1081.000000 
iter 91 :::1081.000000 
iter = 92 :::1070.000000 
iter 93 :::1070.000000 
iter 94 :::1070.000000 
iter 95 :::1070.000000 
iter 96 :::1070.000000 
iter 97 :::1070.000000 
iter 98 :::1070.000000 
iter 99 :::1070.000000 
iter 100 :::1070.000000 
iter 101 :::1070.000000 
iter 102 :::1070.000000 
iter 103 :::1070.000000 
iter 104 :::1070.000000 
iter 105 :::1070.000000 
iter 106 :::1070.000000 
iter 107 :::1070.000000 
