makespan : 602.000000 
makespan : 611.000000 
makespan : 623.000000 
makespan : 611.000000 
makespan : 611.000000 
makespan : 607.000000 
makespan : 627.000000 
makespan : 623.000000 
makespan : 599.000000 
makespan : 593.000000 
makespan : 599.000000 
makespan : 601.000000 
makespan : 601.000000 
makespan : 602.000000 
makespan : 599.000000 
makespan : 628.000000 
makespan : 612.000000 
makespan : 611.000000 
makespan : 607.000000 
makespan : 611.000000 
makespan : 607.000000 
makespan : 601.000000 
makespan : 598.000000 
makespan : 618.000000 
makespan : 611.000000 
makespan : 605.000000 
makespan : 598.000000 
makespan : 598.000000 
makespan : 598.000000 
makespan : 618.000000 

time 28.915
