makespan : 926.000000 
makespan : 926.000000 
makespan : 926.000000 
makespan : 926.000000 
makespan : 926.000000 
makespan : 926.000000 
makespan : 926.000000 
makespan : 926.000000 
makespan : 926.000000 
makespan : 926.000000 
makespan : 926.000000 
makespan : 926.000000 
makespan : 926.000000 
makespan : 926.000000 
makespan : 926.000000 
makespan : 926.000000 
makespan : 926.000000 
makespan : 926.000000 
makespan : 926.000000 
makespan : 926.000000 
makespan : 926.000000 
makespan : 926.000000 
makespan : 926.000000 
makespan : 926.000000 
makespan : 926.000000 
makespan : 926.000000 
makespan : 926.000000 
makespan : 926.000000 
makespan : 926.000000 
makespan : 926.000000 

1m6,29s
